162.018	-9.942	245.07
162.014	-9.942	254.20
162.010	-9.934	256.13
162.007	-9.934	259.23
162.003	-9.942	262.46
161.999	-9.942	266.59
161.995	-9.934	268.63
161.991	-9.934	268.76
161.987	-9.934	268.89
161.983	-9.934	272.03
161.979	-9.937	277.19
161.975	-9.945	281.42
161.972	-9.933	282.38
161.967	-9.945	279.69
161.964	-9.937	277.69
161.960	-9.933	274.72
161.956	-9.933	275.86
161.952	-9.933	278.99
161.948	-9.933	285.12
161.944	-9.929	292.21
161.940	-9.929	298.34
161.936	-9.929	302.47
161.933	-9.929	304.57
161.929	-9.925	308.66
161.925	-9.925	312.79
161.921	-9.925	316.92
161.917	-9.928	321.09
161.913	-9.932	323.27
161.909	-9.928	324.35
161.905	-9.924	321.38
161.902	-9.92	318.44
161.898	-9.92	315.57
161.894	-9.92	313.70
161.890	-9.924	313.88
161.886	-9.924	317.01
161.882	-9.928	321.19
161.878	-9.928	325.33
161.874	-9.924	325.41
161.870	-9.924	323.54
161.866	-9.924	322.68
161.863	-9.92	321.73
161.859	-9.92	319.86
161.855	-9.92	314.94
161.851	-9.916	313.02
161.847	-9.916	312.15
161.843	-9.916	310.29
161.839	-9.915	306.41
161.835	-9.911	305.49
161.832	-9.915	305.64
161.828	-9.911	303.72
161.824	-9.911	297.86
161.820	-9.915	287.04
161.816	-9.915	279.17
161.812	-9.919	273.35
146.649	-9.464	231.17
146.645	-9.46	237.25
146.641	-9.472	241.43
146.637	-9.464	250.49
146.633	-9.46	264.57
146.629	-9.46	276.67
146.625	-9.464	282.80
146.622	-9.456	288.83
146.618	-9.456	301.94
146.614	-9.456	304.04
146.610	-9.452	304.12
146.606	-9.456	311.26
146.602	-9.452	312.03
146.598	-9.456	306.16
146.594	-9.46	303.29
146.590	-9.46	306.40
146.586	-9.46	313.50
146.583	-9.456	317.56
146.579	-9.46	314.69
146.575	-9.452	312.74
146.571	-9.46	315.90
146.567	-9.456	317.98
146.563	-9.456	319.09
146.559	-9.452	313.17
146.555	-9.451	316.27
146.551	-9.451	332.37
146.548	-9.451	342.45
146.544	-9.455	357.58
146.540	-9.455	370.69
146.536	-9.455	370.80
146.532	-9.455	366.59
146.528	-9.451	365.67
146.524	-9.455	366.81
146.520	-9.455	370.91
146.516	-9.451	371.99
146.512	-9.455	370.12
146.509	-9.451	369.18
146.505	-9.451	372.28
146.501	-9.451	376.39
146.497	-9.455	374.52
146.493	-9.455	367.63
146.489	-9.455	360.73
146.485	-9.443	361.76
146.481	-9.454	358.94
146.477	-9.454	361.04
146.474	-9.45	367.10
146.470	-9.45	372.20
146.466	-9.45	379.31
146.462	-9.446	376.39
146.458	-9.446	369.49
146.454	-9.446	366.29
146.450	-9.446	364.40
146.446	-9.45	362.53
146.442	-9.45	365.63
146.439	-9.45	369.71
146.435	-9.45	369.82
146.431	-9.454	367.95
146.427	-9.442	367.98
146.423	-9.446	365.11
146.419	-9.446	360.22
146.415	-9.446	362.32
146.411	-9.446	364.43
146.407	-9.441	360.51
146.404	-9.441	358.59
146.400	-9.441	362.69
146.396	-9.448	365.84
146.392	-9.445	367.93
146.388	-9.441	365.01
146.384	-9.444	363.13
146.380	-9.444	364.24
146.376	-9.444	363.03
146.372	-9.44	360.11
146.369	-9.44	359.19
146.365	-9.44	359.30
146.361	-9.44	363.40
146.357	-9.44	363.51
146.353	-9.436	357.59
146.349	-9.44	350.72
146.345	-9.44	338.83
146.341	-9.436	328.91
146.337	-9.44	330.04
146.333	-9.44	331.14
146.330	-9.44	330.22
146.326	-9.44	329.33
146.322	-9.44	326.44
146.318	-9.436	324.52
146.314	-9.436	325.62
146.310	-9.436	322.73
146.306	-9.436	313.52
146.302	-9.436	308.62
146.298	-9.436	308.73
146.290	-9.435	319.91
146.287	-9.431	313.99
146.282	-9.443	316.17
146.278	-9.439	314.25
146.274	-9.439	304.36
146.270	-9.435	295.44
146.266	-9.435	286.54
146.262	-9.439	286.67
146.259	-9.435	288.73
146.255	-9.431	283.81
146.251	-9.431	278.91
146.247	-9.435	280.04
146.243	-9.431	273.12
146.239	-9.427	255.20
146.235	-9.431	238.33
146.231	-9.431	228.44
146.227	-9.431	214.19
146.224	-9.431	206.27
146.220	-9.435	203.40
146.216	-9.434	189.50
146.212	-9.434	173.61
146.208	-9.43	165.69
146.204	-9.434	164.82
146.126	-9.426	119.55
146.122	-9.425	124.64
146.118	-9.422	136.73
146.115	-9.425	143.83
146.111	-9.425	148.93
146.107	-9.421	151.01
146.103	-9.421	140.12
146.099	-9.421	134.22
146.095	-9.421	135.33
146.091	-9.421	133.44
146.087	-9.425	132.57
146.083	-9.425	132.39
146.080	-9.417	127.42
146.076	-9.421	123.55
146.072	-9.417	122.63
146.068	-9.421	120.76
146.064	-9.421	119.87
146.060	-9.421	120.97
146.056	-9.413	124.03
146.052	-9.417	119.16
146.048	-9.421	110.29
146.044	-9.421	111.39
146.041	-9.421	119.47
146.037	-9.417	125.55
146.033	-9.417	125.66
146.029	-9.412	128.74
146.025	-9.415	139.86
146.021	-9.411	144.94
146.017	-9.411	147.05
146.013	-9.411	152.15
146.009	-9.415	156.00
146.006	-9.411	153.05
146.002	-9.411	147.16
145.998	-9.411	148.26
145.994	-9.415	148.39
145.990	-9.423	148.55
145.986	-9.411	146.58
145.982	-9.415	144.71
145.978	-9.411	149.79
145.974	-9.411	151.90
145.971	-9.411	154.97
145.967	-9.411	165.08
145.963	-9.415	169.21
145.959	-9.418	169.33
145.955	-9.411	174.40
145.951	-9.407	176.48
145.947	-9.407	182.58
145.943	-9.407	189.69
145.939	-9.407	188.79
145.936	-9.406	182.58
145.932	-9.403	183.67
145.928	-9.414	183.84
145.924	-9.41	183.92
145.920	-9.406	178.00
145.916	-9.402	176.08
145.912	-9.402	180.19
145.908	-9.402	187.29
145.904	-9.406	193.42
145.901	-9.406	193.50
145.897	-9.406	192.60
145.893	-9.406	196.71
145.889	-9.406	198.82
145.885	-9.398	197.87
145.881	-9.398	199.98
145.877	-9.402	202.11
145.873	-9.402	201.21
145.869	-9.402	203.32
145.865	-9.406	206.45
145.862	-9.406	201.24
145.858	-9.394	200.27
145.854	-9.405	203.44
145.850	-9.401	208.52
145.846	-9.401	207.63
145.842	-9.397	201.71
145.838	-9.401	197.84
145.834	-9.405	195.97
145.830	-9.401	196.05
145.827	-9.401	193.13
145.823	-9.397	195.21
145.819	-9.397	197.31
145.815	-9.401	199.44
145.811	-9.397	204.52
145.807	-9.397	207.63
145.803	-9.397	206.73
145.799	-9.401	208.86
145.795	-9.397	211.94
145.792	-9.393	214.00
145.788	-9.393	213.10
145.784	-9.389	208.90
145.780	-9.397	205.05
145.776	-9.401	198.18
145.772	-9.393	189.24
145.768	-9.393	173.34
145.764	-9.389	161.42
145.760	-9.393	157.55
145.757	-9.389	157.60
145.753	-9.389	165.71
145.749	-9.385	165.79
145.745	-9.396	162.96
145.741	-9.396	169.07
145.737	-9.388	170.12
145.733	-9.388	167.23
145.729	-9.388	164.33
145.726	-9.384	165.39
145.722	-9.384	164.49
145.718	-9.384	160.60
145.714	-9.388	157.73
145.710	-9.384	152.81
145.706	-9.396	151.70
145.702	-9.388	158.75
145.698	-9.388	161.86
145.694	-9.388	162.96
145.690	-9.384	162.04
145.687	-9.388	162.15
145.683	-9.388	159.25
145.679	-9.384	155.33
145.675	-9.384	151.44
145.671	-9.38	152.52
145.667	-9.38	152.62
145.663	-9.38	156.73
145.659	-9.379	162.83
145.655	-9.382	167.95
145.652	-9.378	177.01
145.648	-9.378	182.11
145.644	-9.378	184.22
145.640	-9.374	180.30
145.636	-9.374	184.40
145.632	-9.374	186.22
145.628	-9.374	183.32
145.624	-9.374	178.43
145.620	-9.374	180.53
145.617	-9.378	181.64
145.613	-9.378	175.74
145.609	-9.378	178.85
145.605	-9.382	184.97
145.601	-9.382	187.08
145.597	-9.382	191.18
145.593	-9.378	190.26
145.589	-9.378	193.37
145.585	-9.378	196.47
145.581	-9.378	199.58
145.578	-9.37	211.61
145.574	-9.37	222.71
145.570	-9.37	228.82
145.566	-9.37	234.92
145.562	-9.37	239.03
145.558	-9.369	239.13
145.554	-9.366	234.92
145.550	-9.369	235.04
145.546	-9.373	233.17
145.543	-9.373	230.25
145.539	-9.369	232.33
145.535	-9.365	241.41
145.531	-9.365	245.52
145.527	-9.373	243.67
145.523	-9.373	241.78
145.519	-9.369	242.86
145.515	-9.361	237.91
145.512	-9.361	232.99
145.508	-9.369	233.14
145.504	-9.369	234.25
145.500	-9.369	235.35
145.496	-9.365	239.43
145.492	-9.361	248.51
145.488	-9.365	250.64
145.484	-9.361	246.72
145.480	-9.361	244.53
145.476	-9.368	250.68
145.473	-9.368	248.76
145.469	-9.372	247.89
145.465	-9.372	245.99
145.461	-9.372	236.10
145.457	-9.364	227.16
145.453	-9.356	220.21
145.449	-9.356	209.32
145.445	-9.36	202.44
145.441	-9.36	197.55
145.438	-9.36	193.63
145.434	-9.36	195.73
145.430	-9.36	199.84
145.426	-9.356	201.92
145.422	-9.356	199.02
145.418	-9.356	193.13
145.414	-9.356	196.23
145.410	-9.36	198.36
145.407	-9.352	197.10
145.403	-9.352	194.20
145.399	-9.352	181.30
145.395	-9.364	179.48
145.391	-9.36	176.56
145.387	-9.352	171.62
145.383	-9.367	176.81
145.379	-9.359	177.87
145.375	-9.359	175.97
145.371	-9.359	178.08
145.368	-9.351	189.11
145.364	-9.351	192.21
145.360	-9.355	185.34
145.356	-9.351	184.42
145.352	-9.355	187.55
145.348	-9.355	190.66
145.344	-9.347	192.71
145.340	-9.347	194.82
145.336	-9.347	189.92
145.333	-9.347	188.00
145.329	-9.347	185.82
145.325	-9.343	188.90
145.321	-9.347	186.03
145.317	-9.347	180.13
145.313	-9.343	180.21
145.309	-9.343	185.32
145.305	-9.351	186.47
145.301	-9.347	185.55
145.297	-9.351	181.68
145.294	-9.347	178.73
145.290	-9.346	179.84
145.286	-9.342	186.92
145.282	-9.353	191.09
145.278	-9.342	186.13
145.274	-9.338	185.21
145.270	-9.341	187.33
145.266	-9.341	190.44
145.263	-9.341	195.51
145.259	-9.341	198.62
145.255	-9.341	202.72
145.251	-9.341	209.57
145.247	-9.341	214.67
145.243	-9.337	221.75
145.239	-9.337	222.86
145.235	-9.341	215.98
145.231	-9.337	214.06
145.227	-9.341	219.19
145.224	-9.345	216.30
145.220	-9.341	215.38
145.216	-9.341	217.48
145.212	-9.341	216.58
145.208	-9.337	222.66
145.204	-9.337	231.77
145.200	-9.337	238.87
145.196	-9.333	235.95
145.192	-9.337	229.08
145.189	-9.329	230.11
145.185	-9.329	228.22
145.181	-9.333	226.35
145.177	-9.333	225.19
145.173	-9.332	226.29
145.169	-9.332	222.39
145.165	-9.332	218.49
145.161	-9.332	219.60
145.157	-9.332	217.70
145.154	-9.332	213.78
145.150	-9.336	214.91
145.146	-9.332	211.99
145.142	-9.328	207.07
145.138	-9.328	210.17
145.134	-9.328	210.28
145.130	-9.328	209.38
145.126	-9.332	213.51
145.122	-9.332	219.62
145.119	-9.328	229.67
145.115	-9.332	232.80
145.111	-9.332	226.90
145.107	-9.332	222.74
145.103	-9.328	223.82
145.099	-9.332	223.95
145.095	-9.335	222.07
145.091	-9.324	226.11
145.087	-9.324	226.22
145.084	-9.324	221.29
145.080	-9.323	226.39
145.076	-9.323	232.50
145.072	-9.323	232.60
145.068	-9.323	230.71
145.064	-9.315	231.76
145.060	-9.319	233.89
145.056	-9.319	230.99
145.052	-9.319	226.10
145.049	-9.323	222.20
145.045	-9.323	221.31
145.041	-9.323	220.41
145.037	-9.319	226.49
145.033	-9.319	229.33
145.029	-9.319	226.43
145.025	-9.319	234.54
145.021	-9.323	240.67
145.017	-9.315	236.72
145.013	-9.33	233.92
145.010	-9.315	224.90
145.006	-9.315	218.01
145.002	-9.315	215.11
144.998	-9.307	217.17
144.994	-9.311	221.30
144.990	-9.315	221.42
144.986	-9.315	221.53
144.982	-9.314	223.63
144.979	-9.314	226.70
144.975	-9.314	226.81
144.971	-9.314	228.91
144.967	-9.314	233.02
144.963	-9.31	235.10
144.959	-9.31	232.94
144.955	-9.314	238.06
144.951	-9.314	240.17
144.947	-9.306	243.22
144.944	-9.306	244.30
144.940	-9.31	240.43
144.936	-9.314	244.56
144.932	-9.314	246.66
144.928	-9.313	243.77
144.924	-9.305	244.82
144.920	-9.305	242.93
144.916	-9.305	244.03
144.912	-9.305	245.13
144.909	-9.305	244.21
144.905	-9.301	248.29
144.901	-9.309	249.44
144.897	-9.305	245.52
144.893	-9.305	239.63
144.889	-9.301	237.71
144.885	-9.301	240.55
144.881	-9.301	242.65
144.877	-9.297	237.73
